2018-07-16 15:36:38.704 INFO  201804201319 | new login: admin 
2018-07-16 15:36:41.856 INFO  201804201319 | new login: admin 
2018-07-16 15:40:15.975 INFO  201804201319 | new login: admin 
2018-07-16 16:28:12.474 INFO  201804201319 | new login: admin 
2018-07-16 16:30:04.086 INFO  201804201319 | new login: admin 
2018-07-16 16:32:00.090 INFO  201804201319 | new login: admin 
2018-07-16 16:59:54.503 INFO  201804201319 | new login: admin 
2018-07-16 17:00:02.915 INFO  201804201330 | upload_file. oldpath:/var/folders/tl/6v9jcqtn5xnbp89_r27_m8t40000gn/T/upload_681791df3d0e7842021ed26f137183d0, file_path:users/admin/jspsych001.pdf 
2018-07-16 17:08:28.035 INFO  201804201319 | new login: admin 
2018-07-16 17:09:52.481 INFO  201804201319 | new login: admin 
2018-07-16 17:22:50.134 INFO  201804201319 | new login: admin 
2018-07-16 17:27:34.445 INFO  201804201319 | new login: admin 
2018-07-16 17:40:09.560 INFO  201804201319 | new login: admin 
2018-07-16 17:40:59.167 INFO  201804201319 | new login: admin 
2018-07-16 17:44:40.117 INFO  201804201319 | new login: admin 
